"id","pair","status","A0","ATF","start","zij"
18,9,0,0,7.4,1.5,1.11
18,9,0,0,7.4,3,1.1
18,9,0,0,7.4,4.4,1.2
18,9,0,0,7.4,5.9,1.15
19,10,1,2,4.6,0,0.72
19,10,1,2,4.6,2.3,0.59
20,10,0,4,1.6,0,0.55
20,10,0,4,1.6,0.4,0.73
20,10,0,4,1.6,0.8,0.85
20,10,0,4,1.6,1.2,0.83
21,11,0,2,5.3,0,1.05
21,11,0,2,5.3,2.6,1.66
22,11,1,5,2.5,0,1.18
22,11,1,5,2.5,1.2,1.36
23,12,0,3,7.9,0,0.98
23,12,0,3,7.9,2.6,0.79
23,12,0,3,7.9,5.3,0.6
24,12,0,0,9.7,0,1.13
24,12,0,0,9.7,3.2,0.87
24,12,0,0,9.7,6.5,1.05
25,13,0,0,14.3,0,0.85
25,13,0,0,14.3,2.9,0.95
25,13,0,0,14.3,5.7,1.14
25,13,0,0,14.3,8.6,1.13
25,13,0,0,14.3,11.4,1.03
26,13,0,3,1.2,0,0.71
26,13,0,3,1.2,0.2,0.95
26,13,0,3,1.2,0.5,1.16
26,13,0,3,1.2,0.7,0.98
26,13,0,3,1.2,1,0.6
27,14,0,1,5.1,0,1.05
27,14,0,1,5.1,1.3,0.71
27,14,0,1,5.1,2.5,1.35
27,14,0,1,5.1,3.8,0.9
28,14,1,0,7.9,0,1.06
28,14,1,0,7.9,4,1.15
29,15,1,0,4.2,0,1.39
29,15,1,0,4.2,2.1,0.77
30,15,0,0,12.5,0,1.09
30,15,0,0,12.5,4.2,1.15
30,15,0,0,12.5,8.3,1.1
31,16,1,0,1,0,1.24
31,16,1,0,1,0.3,1.02
31,16,1,0,1,0.7,0.9
32,16,1,2,6.6,0,0.86
32,16,1,2,6.6,2.2,1.01
32,16,1,2,6.6,4.4,1.37
33,17,0,1,1,0,1.15
33,17,0,1,1,0.2,1.14
33,17,0,1,1,0.5,1.07
33,17,0,1,1,0.8,0.88
34,17,0,0,5.3,0,0.73
34,17,0,0,5.3,1.3,1.15
34,17,0,0,5.3,2.6,1.04
34,17,0,0,5.3,4,1.27
35,18,0,0,5.5,0,1.46
35,18,0,0,5.5,2.8,1.32
36,18,0,0,0.2,0,1.41
36,18,0,0,0.2,0,1.2
36,18,0,0,0.2,0.1,0.95
36,18,0,0,0.2,0.1,1.41
36,18,0,0,0.2,0.2,1.49
37,19,0,0,4.4,0,0.32
37,19,0,0,4.4,0.9,0.92
37,19,0,0,4.4,1.8,0.98
37,19,0,0,4.4,2.6,0.72
37,19,0,0,4.4,3.5,0.87
38,19,1,1,4.1,0,0.69
38,19,1,1,4.1,2,1.35
39,20,0,0,1.7,0,0.95
39,20,0,0,1.7,0.8,0.9
40,20,0,3,0.7,0,0.91
40,20,0,3,0.7,0.3,0.93
41,21,1,1,10.7,0,1.43
41,21,1,1,10.7,5.3,1.37
42,21,0,0,5.2,0,0.99
42,21,0,0,5.2,2.6,1.37
43,22,1,0,11.3,0,0.62
43,22,1,0,11.3,3.8,0.85
43,22,1,0,11.3,7.5,0.93
44,22,0,0,0,0,0.87
44,22,0,0,0,0,0.74
44,22,0,0,0,0,1.01
44,22,0,0,0,0,1.09
44,22,0,0,0,0,1.36
45,23,0,5,0.2,0,0.74
45,23,0,5,0.2,0.1,0.73
45,23,0,5,0.2,0.1,0.75
46,23,0,3,0.5,0,0.72
46,23,0,3,0.5,0.2,0.53
47,24,0,0,7.8,0,0.81
47,24,0,0,7.8,2,0.5
47,24,0,0,7.8,3.9,1.3
47,24,0,0,7.8,5.8,1.23
48,24,0,0,9.7,0,0.92
48,24,0,0,9.7,4.8,1
49,25,0,5,1.2,0,0.63
49,25,0,5,1.2,0.6,1.1
50,25,0,0,7.8,0,1.24
50,25,0,0,7.8,2.6,0.89
50,25,0,0,7.8,5.2,0.81
51,26,1,0,6.9,0,1.27
51,26,1,0,6.9,1.7,1.16
51,26,1,0,6.9,3.5,1.03
51,26,1,0,6.9,5.2,0.99
52,26,0,3,5.3,0,1.14
52,26,0,3,5.3,1.8,1.05
52,26,0,3,5.3,3.5,0.85
53,27,0,2,0.9,0,0.36
53,27,0,2,0.9,0.4,0.63
54,27,0,0,0.5,0,0.51
54,27,0,0,0.5,0.2,0.38
54,27,0,0,0.5,0.3,1.07
55,28,0,0,0.3,0,0.54
55,28,0,0,0.3,0.1,0.67
56,28,0,0,0.8,0,0.71
56,28,0,0,0.8,0.3,0.91
56,28,0,0,0.8,0.5,0.37
57,29,0,2,8.6,0,1.05
57,29,0,2,8.6,2.9,0.71
57,29,0,2,8.6,5.7,1.35
58,29,0,0,3.1,0,1.07
58,29,0,0,3.1,0.6,1.28
58,29,0,0,3.1,1.2,1.61
58,29,0,0,3.1,1.9,1.11
58,29,0,0,3.1,2.5,1.14
59,30,1,0,7.9,0,0.86
59,30,1,0,7.9,2,1.41
59,30,1,0,7.9,4,1
59,30,1,0,7.9,5.9,1.01
60,30,1,0,5.6,0,1.36
60,30,1,0,5.6,1.4,1.23
60,30,1,0,5.6,2.8,0.99
60,30,1,0,5.6,4.2,1.17
61,31,1,5,6,0,0.83
61,31,1,5,6,3,0.84
62,31,1,0,7.5,0,1.04
62,31,1,0,7.5,3.8,0.99
63,32,1,0,5.9,0,1.16
63,32,1,0,5.9,3,1.31
64,32,0,3,9,0,0.8
64,32,0,3,9,3,1.08
64,32,0,3,9,6,1
65,33,1,3,0.5,0,0.95
65,33,1,3,0.5,0.1,0.88
65,33,1,3,0.5,0.2,1.09
65,33,1,3,0.5,0.3,0.63
65,33,1,3,0.5,0.4,0.82
66,33,1,4,4.7,0,0.72
66,33,1,4,4.7,2.4,1.32
67,34,1,0,1.5,0,1.06
67,34,1,0,1.5,0.3,1.05
67,34,1,0,1.5,0.6,0.92
67,34,1,0,1.5,0.9,1.13
67,34,1,0,1.5,1.2,0.63
68,34,0,3,0.8,0,1.02
68,34,0,3,0.8,0.2,1.26
68,34,0,3,0.8,0.4,1.16
68,34,0,3,0.8,0.6,1.73
69,35,1,0,6.2,0,1.56
69,35,1,0,6.2,1.2,1.48
69,35,1,0,6.2,2.5,1.47
69,35,1,0,6.2,3.7,1.21
69,35,1,0,6.2,5,1.45
70,35,0,0,3.6,0,0.73
70,35,0,0,3.6,0.9,1.45
70,35,0,0,3.6,1.8,0.93
70,35,0,0,3.6,2.7,1.36
71,36,0,0,0.7,0,0.86
71,36,0,0,0.7,0.2,0.82
71,36,0,0,0.7,0.3,0.82
71,36,0,0,0.7,0.5,0.71
72,36,0,1,6,0,1.05
72,36,0,1,6,3,1.28
73,37,0,0,12.2,0,0.83
73,37,0,0,12.2,4.1,1.03
73,37,0,0,12.2,8.1,1.25
74,37,0,5,3.4,0,0.7
74,37,0,5,3.4,0.8,0.88
74,37,0,5,3.4,1.7,0.57
74,37,0,5,3.4,2.5,0.83
75,38,0,3,12.1,0,1.11
75,38,0,3,12.1,6,1.07
76,38,0,0,2.6,0,0.73
76,38,0,0,2.6,0.9,0.63
76,38,0,0,2.6,1.7,0.73
77,39,0,4,4.1,0,1.19
77,39,0,4,4.1,1,1.13
77,39,0,4,4.1,2,1.22
77,39,0,4,4.1,3.1,1.38
78,39,0,0,12.9,0,1.35
78,39,0,0,12.9,3.2,1.08
78,39,0,0,12.9,6.4,1.21
78,39,0,0,12.9,9.7,1.21
79,40,1,0,10.5,0,0.94
79,40,1,0,10.5,5.2,0.94
80,40,1,0,5.2,0,1.04
80,40,1,0,5.2,1.7,1.04
80,40,1,0,5.2,3.5,0.66
81,41,1,5,6,0,1.31
81,41,1,5,6,1.5,1.02
81,41,1,5,6,3,0.99
81,41,1,5,6,4.5,1.17
82,41,0,0,3.9,0,1.29
82,41,0,0,3.9,1,1.33
82,41,0,0,3.9,2,1.76
82,41,0,0,3.9,2.9,1.88
83,42,1,4,3.6,0,0.94
83,42,1,4,3.6,0.7,1.2
83,42,1,4,3.6,1.4,0.93
83,42,1,4,3.6,2.2,0.76
83,42,1,4,3.6,2.9,0.72
84,42,0,0,1,0,1.03
84,42,0,0,1,0.5,1.03
85,43,1,0,4.9,0,0.91
85,43,1,0,4.9,1,1.23
85,43,1,0,4.9,2,0.77
85,43,1,0,4.9,2.9,1.01
85,43,1,0,4.9,3.9,1.2
86,43,1,2,2.4,0,1.37
86,43,1,2,2.4,1.2,1.14
87,44,0,3,3.3,0,0.7
87,44,0,3,3.3,1.6,1.19
88,44,0,0,14.8,0,0.94
88,44,0,0,14.8,4.9,0.84
88,44,0,0,14.8,9.9,0.98
89,45,0,3,0.9,0,0.8
89,45,0,3,0.9,0.2,0.85
89,45,0,3,0.9,0.4,0.73
89,45,0,3,0.9,0.5,1.15
89,45,0,3,0.9,0.7,0.73
90,45,1,2,8.5,0,1.11
90,45,1,2,8.5,4.2,1.02
91,46,0,0,0.2,0,1.12
91,46,0,0,0.2,0.1,1.28
92,46,1,0,2.5,0,1.09
92,46,1,0,2.5,0.6,1.03
92,46,1,0,2.5,1.2,0.77
92,46,1,0,2.5,1.9,1.1
93,47,1,4,10.4,0,1
93,47,1,4,10.4,5.2,0.96
94,47,0,2,1.6,0,0.85
94,47,0,2,1.6,0.8,0.82
95,48,0,0,0.9,0,0.66
95,48,0,0,0.9,0.2,0.87
95,48,0,0,0.9,0.4,0.98
95,48,0,0,0.9,0.5,0.95
95,48,0,0,0.9,0.7,0.82
96,48,0,0,8.1,0,0.8
96,48,0,0,8.1,2,1.05
96,48,0,0,8.1,4,1.16
96,48,0,0,8.1,6.1,0.81
97,49,0,0,5.4,0,0.5
97,49,0,0,5.4,1.4,1.09
97,49,0,0,5.4,2.7,1.06
97,49,0,0,5.4,4.1,0.67
98,49,1,0,5.3,0,1.21
98,49,1,0,5.3,1.8,0.41
98,49,1,0,5.3,3.5,0.78
99,50,0,5,0.2,0,0.65
99,50,0,5,0.2,0.1,0.9
99,50,0,5,0.2,0.1,0.94
100,50,0,0,1.1,0,0.76
100,50,0,0,1.1,0.2,1.2
100,50,0,0,1.1,0.4,1.25
100,50,0,0,1.1,0.7,0.77
100,50,0,0,1.1,0.9,0.97
101,51,0,5,11.6,0,1.12
101,51,0,5,11.6,3.9,0.94
101,51,0,5,11.6,7.7,1.22
102,51,0,1,8.5,0,1.33
102,51,0,1,8.5,2.1,1.16
102,51,0,1,8.5,4.2,1.35
102,51,0,1,8.5,6.4,1.35
103,52,0,0,14.2,0,0.65
103,52,0,0,14.2,7.1,0.49
104,52,0,1,10,0,0.78
104,52,0,1,10,3.3,0.69
104,52,0,1,10,6.7,1.17
105,53,0,0,7.7,0,0.98
105,53,0,0,7.7,3.9,0.95
106,53,0,3,6.9,0,0.96
106,53,0,3,6.9,2.3,0.91
106,53,0,3,6.9,4.6,0.85
107,54,0,0,5.7,0,0.79
107,54,0,0,5.7,1.4,0.6
107,54,0,0,5.7,2.9,0.85
107,54,0,0,5.7,4.3,0.72
108,54,0,2,11.6,0,1.06
108,54,0,2,11.6,5.8,0.95
109,55,1,0,4.7,0,0.94
109,55,1,0,4.7,2.4,0.84
110,55,0,4,0.9,0,0.94
110,55,0,4,0.9,0.3,0.81
110,55,0,4,0.9,0.6,0.72
111,56,0,0,13.7,0,0.61
111,56,0,0,13.7,6.8,0.96
112,56,0,2,4.7,0,0.74
112,56,0,2,4.7,0.9,0.86
112,56,0,2,4.7,1.9,0.81
112,56,0,2,4.7,2.8,0.63
112,56,0,2,4.7,3.8,0.68
113,57,0,0,3.4,0,0.98
113,57,0,0,3.4,0.8,1.32
113,57,0,0,3.4,1.7,0.87
113,57,0,0,3.4,2.5,1.19
114,57,0,0,1.1,0,1.21
114,57,0,0,1.1,0.4,1.38
114,57,0,0,1.1,0.7,1
115,58,0,0,2.2,0,1.26
115,58,0,0,2.2,0.4,1.4
115,58,0,0,2.2,0.9,0.77
115,58,0,0,2.2,1.3,1.21
115,58,0,0,2.2,1.8,0.92
116,58,0,0,5.7,0,1.3
116,58,0,0,5.7,1.1,1.06
116,58,0,0,5.7,2.3,1.23
116,58,0,0,5.7,3.4,1.23
116,58,0,0,5.7,4.6,0.98
117,59,1,4,7.4,0,1.05
117,59,1,4,7.4,1.5,1.22
117,59,1,4,7.4,3,1
117,59,1,4,7.4,4.4,1.39
117,59,1,4,7.4,5.9,0.88
118,59,1,4,2,0,1.44
118,59,1,4,2,1,0.89
119,60,0,1,6.8,0,0.85
119,60,0,1,6.8,3.4,0.87
120,60,1,1,3.9,0,1.04
120,60,1,1,3.9,2,0.86
121,61,0,3,7.9,0,0.83
121,61,0,3,7.9,1.6,1.2
121,61,0,3,7.9,3.2,1.01
121,61,0,3,7.9,4.7,0.56
121,61,0,3,7.9,6.3,1.2
122,61,0,0,0.4,0,1.23
122,61,0,0,0.4,0.1,0.94
122,61,0,0,0.4,0.3,1.02
123,62,1,0,1.4,0,1
123,62,1,0,1.4,0.3,0.92
123,62,1,0,1.4,0.6,1.09
123,62,1,0,1.4,0.8,1.05
123,62,1,0,1.4,1.1,1.3
124,62,0,0,2.4,0,1.16
124,62,0,0,2.4,0.8,1.13
124,62,0,0,2.4,1.6,0.69
125,63,0,1,6.7,0,0.85
125,63,0,1,6.7,3.4,0.85
126,63,0,1,12.4,0,0.84
126,63,0,1,12.4,3.1,1.45
126,63,0,1,12.4,6.2,1.13
126,63,0,1,12.4,9.3,1.32
127,64,1,0,9.9,0,1.11
127,64,1,0,9.9,2,0.86
127,64,1,0,9.9,4,1.35
127,64,1,0,9.9,5.9,0.96
127,64,1,0,9.9,7.9,0.93
128,64,0,0,9.6,0,0.63
128,64,0,0,9.6,2.4,0.87
128,64,0,0,9.6,4.8,1.31
128,64,0,0,9.6,7.2,1.12
129,65,0,0,7.1,0,0.8
129,65,0,0,7.1,2.4,0.96
129,65,0,0,7.1,4.7,1.1
130,65,0,0,1.1,0,1.05
130,65,0,0,1.1,0.3,1.07
130,65,0,0,1.1,0.6,0.79
130,65,0,0,1.1,0.8,1.01
131,66,0,1,11.4,0,0.49
131,66,0,1,11.4,5.7,0.94
132,66,0,0,2.1,0,0.65
132,66,0,0,2.1,0.7,0.79
132,66,0,0,2.1,1.4,0.8
133,67,0,2,7.8,0,1.45
133,67,0,2,7.8,3.9,1.23
134,67,1,0,2.8,0,1.03
134,67,1,0,2.8,0.9,0.72
134,67,1,0,2.8,1.9,1.31
135,68,0,0,2.8,0,1.44
135,68,0,0,2.8,1.4,0.75
136,68,1,0,8.3,0,1.27
136,68,1,0,8.3,2.8,1.42
136,68,1,0,8.3,5.5,1.29
137,69,0,2,5.9,0,1.03
137,69,0,2,5.9,2,0.76
137,69,0,2,5.9,3.9,0.82
138,69,0,3,3,0,1.21
138,69,0,3,3,1,0.96
138,69,0,3,3,2,1.13
139,70,1,0,11.2,0,1.11
139,70,1,0,11.2,2.8,0.89
139,70,1,0,11.2,5.6,1.03
139,70,1,0,11.2,8.4,0.87
140,70,0,4,9.3,0,0.81
140,70,0,4,9.3,2.3,1.05
140,70,0,4,9.3,4.7,1.1
140,70,0,4,9.3,7,0.67
141,71,0,0,4.2,0,1.03
141,71,0,0,4.2,2.1,0.87
142,71,1,0,3.5,0,1.07
142,71,1,0,3.5,1.8,1.12
143,72,0,0,8.5,0,0.86
143,72,0,0,8.5,4.2,1.2
144,72,1,0,3.7,0,0.92
144,72,1,0,3.7,1.2,0.64
144,72,1,0,3.7,2.5,0.91
145,73,1,0,12,0,0.95
145,73,1,0,12,4,1.46
145,73,1,0,12,8,1.05
146,73,0,0,7.1,0,0.89
146,73,0,0,7.1,2.4,1.17
146,73,0,0,7.1,4.7,1.52
147,74,0,3,9,0,0.64
147,74,0,3,9,1.8,1.21
147,74,0,3,9,3.6,0.73
147,74,0,3,9,5.4,1.02
147,74,0,3,9,7.2,0.75
148,74,0,0,12.4,0,0.84
148,74,0,0,12.4,2.5,0.99
148,74,0,0,12.4,5,0.79
148,74,0,0,12.4,7.4,1.2
148,74,0,0,12.4,9.9,1.21
149,75,0,3,1.2,0,1.17
149,75,0,3,1.2,0.6,1.22
150,75,1,0,4.5,0,1.23
150,75,1,0,4.5,1.5,0.96
150,75,1,0,4.5,3,1.37
151,76,1,0,4.2,0,1.17
151,76,1,0,4.2,0.8,0.75
151,76,1,0,4.2,1.7,1.12
151,76,1,0,4.2,2.5,1.13
151,76,1,0,4.2,3.4,1.12
152,76,1,0,2.6,0,1.02
152,76,1,0,2.6,1.3,1.32
153,77,0,0,8.2,0,1.33
153,77,0,0,8.2,1.6,1.15
153,77,0,0,8.2,3.3,1.05
153,77,0,0,8.2,4.9,1.4
153,77,0,0,8.2,6.6,1.11
154,77,0,0,8,0,1.12
154,77,0,0,8,4,1.12
155,78,1,0,10,0,1.13
155,78,1,0,10,2,1.18
155,78,1,0,10,4,1.07
155,78,1,0,10,6,1.29
155,78,1,0,10,8,1.09
156,78,1,3,6.5,0,1.16
156,78,1,3,6.5,3.2,1.06
157,79,0,0,2.1,0,1.16
157,79,0,0,2.1,1,0.73
158,79,0,1,12.4,0,0.85
158,79,0,1,12.4,2.5,0.9
158,79,0,1,12.4,5,1.23
158,79,0,1,12.4,7.4,0.78
158,79,0,1,12.4,9.9,0.97
159,80,0,0,3.3,0,1
159,80,0,0,3.3,0.8,1.16
159,80,0,0,3.3,1.6,1.16
159,80,0,0,3.3,2.5,1.2
160,80,0,4,1.2,0,1.46
160,80,0,4,1.2,0.6,1.45
161,81,1,4,5.8,0,1.12
161,81,1,4,5.8,1.2,1.16
161,81,1,4,5.8,2.3,1.15
161,81,1,4,5.8,3.5,1.4
161,81,1,4,5.8,4.6,1.06
162,81,0,0,10.2,0,1.3
162,81,0,0,10.2,2,1.17
162,81,0,0,10.2,4.1,1.24
162,81,0,0,10.2,6.1,0.98
162,81,0,0,10.2,8.2,0.82
163,82,1,0,2.1,0,1.14
163,82,1,0,2.1,0.7,1.29
163,82,1,0,2.1,1.4,1.2
164,82,0,3,3.4,0,0.98
164,82,0,3,3.4,1.7,0.84
165,83,1,0,8.4,0,1.14
165,83,1,0,8.4,1.7,1.01
165,83,1,0,8.4,3.4,1.17
165,83,1,0,8.4,5,1.34
165,83,1,0,8.4,6.7,1.1
166,83,1,0,5.4,0,1.25
166,83,1,0,5.4,1.1,0.92
166,83,1,0,5.4,2.2,1.19
166,83,1,0,5.4,3.2,0.87
166,83,1,0,5.4,4.3,1.17
167,84,0,0,13.3,0,1.29
167,84,0,0,13.3,3.3,1.13
167,84,0,0,13.3,6.7,0.96
167,84,0,0,13.3,10,1.39
168,84,0,3,3.5,0,1.06
168,84,0,3,3.5,0.9,1
168,84,0,3,3.5,1.8,1.28
168,84,0,3,3.5,2.6,1
169,85,0,4,7.5,0,0.85
169,85,0,4,7.5,1.9,1.13
169,85,0,4,7.5,3.8,1.16
169,85,0,4,7.5,5.6,1.35
170,85,1,5,4,0,1.16
170,85,1,5,4,1.3,1.25
170,85,1,5,4,2.7,1.63
171,86,0,5,13.3,0,1.11
171,86,0,5,13.3,4.4,0.75
171,86,0,5,13.3,8.9,1
172,86,0,1,4.1,0,0.96
172,86,0,1,4.1,1,0.97
172,86,0,1,4.1,2,0.88
172,86,0,1,4.1,3.1,1.08
173,87,0,0,8.8,0,0.93
173,87,0,0,8.8,4.4,1.05
174,87,0,0,10.6,0,1.25
174,87,0,0,10.6,5.3,1.15
175,88,1,0,1.2,0,1.23
175,88,1,0,1.2,0.6,1.17
176,88,0,1,2.3,0,1.22
176,88,0,1,2.3,0.6,1.05
176,88,0,1,2.3,1.1,1.01
176,88,0,1,2.3,1.7,1.12
177,89,0,1,14.8,0,1.14
177,89,0,1,14.8,3.7,0.98
177,89,0,1,14.8,7.4,0.9
177,89,0,1,14.8,11.1,1.23
178,89,0,0,6.6,0,0.88
178,89,0,0,6.6,1.3,0.68
178,89,0,0,6.6,2.6,0.87
178,89,0,0,6.6,4,0.79
178,89,0,0,6.6,5.3,0.81
179,90,1,0,7.2,0,0.94
179,90,1,0,7.2,3.6,1.07
180,90,1,3,2.5,0,1.19
180,90,1,3,2.5,0.8,1.52
180,90,1,3,2.5,1.7,0.9
181,91,0,0,6.2,0,1
181,91,0,0,6.2,1.2,0.83
181,91,0,0,6.2,2.5,0.93
181,91,0,0,6.2,3.7,0.95
181,91,0,0,6.2,5,1.15
182,91,0,0,9.7,0,0.79
182,91,0,0,9.7,3.2,0.35
182,91,0,0,9.7,6.5,0.82
183,92,0,0,12.8,0,1.01
183,92,0,0,12.8,4.3,1.03
183,92,0,0,12.8,8.5,1.06
184,92,0,3,14.7,0,0.69
184,92,0,3,14.7,7.3,0.98
185,93,0,3,14.4,0,0.97
185,93,0,3,14.4,3.6,0.85
185,93,0,3,14.4,7.2,1.02
185,93,0,3,14.4,10.8,0.91
186,93,0,3,1,0,0.77
186,93,0,3,1,0.2,0.93
186,93,0,3,1,0.4,1.11
186,93,0,3,1,0.6,0.89
186,93,0,3,1,0.8,1.07
187,94,0,3,14.6,0,1.11
187,94,0,3,14.6,4.9,1.44
187,94,0,3,14.6,9.7,1.26
188,94,1,0,10.8,0,0.86
188,94,1,0,10.8,5.4,1.45
189,95,0,0,2.5,0,1.21
189,95,0,0,2.5,1.2,1.37
190,95,0,0,10.6,0,0.53
190,95,0,0,10.6,5.3,1.03
191,96,0,1,5.9,0,0.94
191,96,0,1,5.9,2,1.28
191,96,0,1,5.9,3.9,1.1
192,96,0,0,11,0,1.09
192,96,0,0,11,2.8,0.95
192,96,0,0,11,5.5,0.96
192,96,0,0,11,8.2,0.97
193,97,1,3,6,0,1.02
193,97,1,3,6,3,1.29
194,97,0,0,6.1,0,1.17
194,97,0,0,6.1,3,1.4
195,98,1,3,5.5,0,0.76
195,98,1,3,5.5,1.8,0.93
195,98,1,3,5.5,3.7,0.86
196,98,0,0,1.9,0,1.11
196,98,0,0,1.9,0.9,0.94
197,99,1,0,5.9,0,0.7
197,99,1,0,5.9,3,0.32
198,99,0,0,4,0,1.36
198,99,0,0,4,0.8,1.03
198,99,0,0,4,1.6,0.99
198,99,0,0,4,2.4,0.91
198,99,0,0,4,3.2,0.94
199,100,0,5,9.6,0,0.79
199,100,0,5,9.6,3.2,0.52
199,100,0,5,9.6,6.4,1.15
200,100,1,0,4.2,0,0.55
200,100,1,0,4.2,2.1,0.67
201,101,0,3,12.3,0,0.77
201,101,0,3,12.3,4.1,0.91
201,101,0,3,12.3,8.2,1
202,101,0,1,9.1,0,1.02
202,101,0,1,9.1,2.3,1.24
202,101,0,1,9.1,4.6,0.82
202,101,0,1,9.1,6.8,0.77
203,102,0,0,9,0,1.13
203,102,0,0,9,1.8,1.19
203,102,0,0,9,3.6,0.8
203,102,0,0,9,5.4,0.86
203,102,0,0,9,7.2,1.1
204,102,0,0,3.7,0,0.98
204,102,0,0,3.7,1.9,1.63
205,103,0,1,2.3,0,1.03
205,103,0,1,2.3,1.1,1.17
206,103,1,0,1.1,0,1.34
206,103,1,0,1.1,0.4,0.84
206,103,1,0,1.1,0.7,1.03
207,104,1,0,8,0,0.78
207,104,1,0,8,2,0.58
207,104,1,0,8,4,0.48
207,104,1,0,8,6,0.79
208,104,1,0,2.8,0,0.94
208,104,1,0,2.8,0.7,1.2
208,104,1,0,2.8,1.4,0.68
208,104,1,0,2.8,2.1,1.16
209,105,1,0,7.4,0,1.53
209,105,1,0,7.4,1.5,1.14
209,105,1,0,7.4,3,0.98
209,105,1,0,7.4,4.4,1.11
209,105,1,0,7.4,5.9,0.91
210,105,1,0,11.1,0,1.17
210,105,1,0,11.1,5.6,1.23
211,106,1,3,0.8,0,1.19
211,106,1,3,0.8,0.4,1.28
212,106,1,2,7,0,1.19
212,106,1,2,7,3.5,1.03
213,107,1,4,4.9,0,1.35
213,107,1,4,4.9,1.2,0.62
213,107,1,4,4.9,2.5,0.86
213,107,1,4,4.9,3.7,0.97
214,107,0,0,9.4,0,1.07
214,107,0,0,9.4,3.1,0.99
214,107,0,0,9.4,6.3,1.52
215,108,0,0,13.1,0,1.08
215,108,0,0,13.1,4.4,1.14
215,108,0,0,13.1,8.7,1.36
216,108,0,1,5.9,0,1.58
216,108,0,1,5.9,2,1.03
216,108,0,1,5.9,3.9,1.46
217,109,0,1,4.4,0,0.73
217,109,0,1,4.4,1.5,0.69
217,109,0,1,4.4,2.9,1.06
218,109,0,4,3,0,1.29
218,109,0,4,3,1,0.97
218,109,0,4,3,2,0.69
219,110,1,2,0.8,0,0.91
219,110,1,2,0.8,0.2,0.89
219,110,1,2,0.8,0.3,0.91
219,110,1,2,0.8,0.5,0.82
219,110,1,2,0.8,0.6,0.94
220,110,0,0,14.7,0,0.88
220,110,0,0,14.7,2.9,0.94
220,110,0,0,14.7,5.9,0.71
220,110,0,0,14.7,8.8,1.14
220,110,0,0,14.7,11.8,0.69
221,111,1,0,3.2,0,1.01
221,111,1,0,3.2,1.1,0.84
221,111,1,0,3.2,2.1,0.99
222,111,1,0,10,0,1.02
222,111,1,0,10,5,1.01
223,112,0,5,5.1,0,1.21
223,112,0,5,5.1,1,0.91
223,112,0,5,5.1,2,1.25
223,112,0,5,5.1,3.1,0.56
223,112,0,5,5.1,4.1,0.81
224,112,0,5,0.5,0,0.92
224,112,0,5,0.5,0.1,1.03
224,112,0,5,0.5,0.2,1.4
224,112,0,5,0.5,0.3,0.99
224,112,0,5,0.5,0.4,0.96
225,113,0,4,3.8,0,0.76
225,113,0,4,3.8,0.8,0.8
